Error type,Prerequisite,Required by,Course with redundant prereq
Redundant prereq,CGS 150,"CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 100B → CGS 100A → CGS 147, CGS 100A → CGS 147",CGS 147
Redundant prereq,CGS 165,"CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 100B → CGS 100A → CGS 147, CGS 100A → CGS 147",CGS 147
Redundant prereq,CGS 180,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 100B → CGS 100A → CGS 147, CGS 100A → CGS 147",CGS 147
Redundant prereq,CGS 2A,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 100B → CGS 100A → CGS 147, CGS 100A → CGS 147",CGS 147
Redundant prereq,CGS 2B,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 100B → CGS 100A → CGS 147, CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 1,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 100A → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 100A,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 100B → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 100C → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 100B,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 100C → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 100C,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 101,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 102,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,ETHN 103,"CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
